,name,observation_id,frequency,bandwidth,declination,right_ascension,begin,end,url,NORAD
0,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-17d31m45.401s,12h15m46.8s,2024-07-01T19:27:37,2024-07-01T19:27:37,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,[]
1,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-17d31m45.401s,12h15m46.8s,2024-07-01T19:27:39,2024-07-01T19:29:39,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,"[{'sat': '0 COSMOS 2251 DEB', 'timestamp': '2024-07-01T19:28:33.054054+00:00', 'declination': -30.179148329963418, 'right_ascension': 212.0028137613777, 'angular_distance': 28.4963402674135}, {'sat': '0 COSMOS 2251 DEB', 'timestamp': '2024-07-01T19:28:05.666667+00:00', 'declination': -10.367931227166336, 'right_ascension': 216.55479238329733, 'angular_distance': 32.39935230350294}]"
2,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T19:32:57,2024-07-01T19:33:05,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,[]
3,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T19:33:07,2024-07-01T19:34:15,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,"[{'sat': '0 STARLINK-1507', 'timestamp': '2024-07-01T19:34:04.993994+00:00', 'declination': -13.70243414514843, 'right_ascension': 244.45209967076278, 'angular_distance': 20.054923325339256}]"
4,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T19:35:37,2024-07-01T19:35:45,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,[]
5,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T19:35:47,2024-07-01T19:36:55,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,"[{'sat': '0 FLOCK 4Y 16', 'timestamp': '2024-07-01T19:36:55+00:00', 'declination': -1.348455481568125, 'right_ascension': 248.19404599051174, 'angular_distance': 11.926668667170215}]"
6,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T19:38:16,2024-07-01T19:38:24,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,[]
7,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T19:38:26,2024-07-01T19:39:34,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,"[{'sat': '0 STARLINK-1170', 'timestamp': '2024-07-01T19:39:28.962963+00:00', 'declination': -11.338202027797047, 'right_ascension': 246.91058930003982, 'angular_distance': 16.70986567718313}]"
8,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T21:28:08,2024-07-01T21:28:16,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,[]
9,MEERKAT,1719861927-sdp-l0,816000000.0,544000000.0,-0d58m46.600s,17h20m28.2s,2024-07-01T21:28:18,2024-07-01T21:29:24,https://archive-gw-1.kat.ac.za/1719861927/1719861927_sdp_l0.full.rdb?token=eyJhbGciOiJFUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJrYXQtYXJjaGl2ZS5rYXQuYWMuemEiLCJhdWQiOiJhcmNoaXZlLWd3LTEua2F0LmFjLnphIiwiaWF0IjoxNzY1MTM3MDc4LCJwcmVmaXgiOlsiMTcxOTgzNTI3NSIsIjE3MTk4NjE5MjciLCIxNzE5Nzc1MDYyIiwiMTcxOTgxNjQ0MSIsIjE3MTk3MTY0NzUiLCIxNzE5NjQxNzMwIiwiMTcxOTU5MjI3NCIsIjE3MTk4NTIzNzMiLCIxNzE5NjQwODE1IiwiMTcxOTc5NzQ3NiIsIjE3MTk2NTYxNzgiLCIxNzE5NjA5Mzc5IiwiMTcxOTYwNDAyOSIsIjE3MTk3MzI2ODYiLCIxNzE5ODU2NDA4IiwiMTcxOTY3ODc5NSIsIjE3MTk3MzE4MDkiLCIxNzE5ODUzMjg3IiwiMTcxOTc3NTA2MCIsIjE3MTk2OTc1ODAiLCIxNzE5ODE3NjQ5IiwiMTcxOTYyNTI3NSIsIjE3MTk1OTc2NzMiLCIxNzE5NjA0OTUyIiwiMTcxOTgxNDU3OCJdLCJleHAiOjE3NzAzMjEwNzgsInN1YiI6ImE5NDA4YmY0LTc2MjAtNGRiOC05MjMzLTVkZGI4NTZkZWEwNyIsInNjb3BlcyI6WyJyZWFkIl19.5N4giATL18EZA4mqHVcQ41vczPV6rwjGUva4uuRXsCf20k4l7R12RL7c77prSdgLcJ3aWD0W2P3str1Q8S8ObQ,[]
